id,text,span
350,"Kuveidis on vägede juures hetkel 450 ajakirjanikku , laevadel ja USA baasides kogu Pärsia lahe piirkonnas on neid veel 200.","{'start': 83, 'end': 94, 'text': 'Pärsia lahe', 'labels': ['LOC']}"
351,Enne Tor Vikingi saabumist Soome lahel töötanud samade omadustega Balder Vikingi lepinguline hind oli 40 000 USA dollarit ööpäevas ilma kütuse- ja määrdeõlide kuludeta .,"{'start': 27, 'end': 38, 'text': 'Soome lahel', 'labels': ['LOC']}"
352,"Briti saartel see-eest on karnevalitraditsioonid viimasel ajal peaaegu kadumas ning halloween on lihtsalt üks tavalisest veidi erinev päev , mil pubid rohkest pidutsevast rahvast kummis täis .","{'start': 0, 'end': 13, 'text': 'Briti saartel', 'labels': ['LOC']}"
353,"Ürümchit piiravad kolmest küljest , idast , läänest ja lõunast , Tian Shani mäestiku mitmed ahelikud , põhjast aga Junggari ( Džungaaria ) nõgu , mida omakorda ümbritsevad Alatau ja Altai mäestik .","{'start': 182, 'end': 195, 'text': 'Altai mäestik', 'labels': ['LOC']}"
354,"Juba praegu on Hiina Vaikse ookeani rannik kõige tihedamalt asustatud ala maailmas , sinna ei mahu enam kedagi juurde , ilma et see piirkonna elutaset alla ei kisuks .","{'start': 21, 'end': 35, 'text': 'Vaikse ookeani', 'labels': ['LOC']}"
355,"Aga ikkagi jäid rahvasuhu legendid , et kusagil kaugel üle Korgorathi mägede , seal kus elavad kentaurid ja muud veidrad olendid , keda preestrid kuidagi ei suutnud Loomise Raamatusse kirjutada , et seal on võlurid veel elus ning oma maagiakunsti edasi arendanud .","{'start': 59, 'end': 76, 'text': 'Korgorathi mägede', 'labels': ['LOC']}"
356,"Jah , saage ükskord aru , mina — Peder Poulsen — ei tahtnud ennast 18. juuli öösel Klampenborgi rannas ära uputada .","{'start': 83, 'end': 102, 'text': 'Klampenborgi rannas', 'labels': ['LOC']}"
357,Sõltuvalt ilmast oli jäätunud Pärnu lahel iga päev 2000 kuni 2500 kalastajat .,"{'start': 30, 'end': 41, 'text': 'Pärnu lahel', 'labels': ['LOC']}"
358,""" Meie riikidel on eriline vastutus kogu Vaikse ookeani regioonis , et hoida rahu , tagada inimeste , kapitali ja informatsiooni vaba liikumine ning edendada demokraatia ja vabaduse ideaale , "" lausus Bush .","{'start': 41, 'end': 55, 'text': 'Vaikse ookeani', 'labels': ['LOC']}"
359,"Kella 16 paiku oli olukord juba rahunenud , väike libedus oli Lasnamäel ja Nõmme mäel .","{'start': 75, 'end': 85, 'text': 'Nõmme mäel', 'labels': ['LOC']}"
360,"New Britaini saarele rajas ta samuti istanduse , millele pani nimeks Stockholm .","{'start': 4, 'end': 20, 'text': 'Britaini saarele', 'labels': ['LOC']}"
361,"Richard Treimanni 1938. aastal ajakirjas “ Eesti Kalandus ” avaldatud artiklist selgub , et Võru linn reostas Tamula järve juba siis ja järves elavad kalad kannatasid paljude tõvede käes .","{'start': 110, 'end': 122, 'text': 'Tamula järve', 'labels': ['LOC']}"
362,"Eestis elab ta tänapäeval Peipsi järve rannikul , kus on olemas urgude kaevamiseks sobiv liivapinnas ning eluks kõlblikud lagendikud ja veekogud .","{'start': 26, 'end': 38, 'text': 'Peipsi järve', 'labels': ['LOC']}"
363,"Kui buss aga üle Luuga jõe viimaks Ivangorod-Narva piiripunkti jõudis , lõi omanik mind Eesti piirivalvuritele letti .","{'start': 17, 'end': 26, 'text': 'Luuga jõe', 'labels': ['LOC']}"
364,"9. juulil teatati politseile , et Valgas Pedeli rannas liigub ringi kaukaasia lambakoer .","{'start': 41, 'end': 54, 'text': 'Pedeli rannas', 'labels': ['LOC']}"
365,"Reini orus , Moseli orus , Doonau orus ( Viinist jõge mööda üles ) ja Alsace'i viinamägedel .","{'start': 41, 'end': 53, 'text': 'Viinist jõge', 'labels': ['LOC']}"
366,KÜNNAB MERD Viis aastat tagasi Estonialt Hiiumaa randa uhutud päästepaat teenib kohalikke inimesi ja turiste .,"{'start': 41, 'end': 54, 'text': 'Hiiumaa randa', 'labels': ['LOC']}"
367,Kikitan kõrvu -- Kuku ühestes uudistes räägitakse Kihnu saart tabanud hiiglaslikust külastajate voolust .,"{'start': 50, 'end': 61, 'text': 'Kihnu saart', 'labels': ['LOC']}"
368,"Seda on ette tulnud Jõku jõel Puide kohal või mujal , samuti Väikese Emajõe kaldal .","{'start': 69, 'end': 82, 'text': 'Emajõe kaldal', 'labels': ['LOC']}"
369,"Komandör Lõuna politseiprefektuuri korrakaitseosakonna preventsioonitalituse komissar Marina Paddar Malevlasi 28 ( Tartu- ja Valgamaalt ) Esimene päev kohtumised , tutvumised ja ühe sünnipäevalapse õnnitlemine Tööd annab Otepää vald Tegevused koristamine koolis , puude ladumine kiriku juures , heakorratööd Vaba aeg muu hulgas homne kanuumatk Ahja jõel","{'start': 344, 'end': 353, 'text': 'Ahja jõel', 'labels': ['LOC']}"
370,"Seitsmeteistkümne aasta eest septembrikuu esimesel reedel , Tartus Emajõe kalda äärsel kõnniteel seisis noor poiss , umbes kolmteist-neliteist , ja toitis saiaga parte .","{'start': 67, 'end': 79, 'text': 'Emajõe kalda', 'labels': ['LOC']}"
371,"Enne voolasid jõed Atlandi ookeani , siitkohast alates hakkasid nad voolama Vaiksesse ookeani .","{'start': 19, 'end': 34, 'text': 'Atlandi ookeani', 'labels': ['LOC']}"
372,"Kardinapraost paistab taeva kõva ja sile sinine võlvikaar ning selle all Riia linn , mis koos Daugava jõe , suure kala , läti muinasjuttude , hoovi ning hoovil kudrutava lapsega on asunud juba teele ning liigub ikka suurema hooga ära , sajandi lõpu poole , lõdisemapanevasse talveöösse , mil veri pritsib , luud ragisevad , elu on unenägu , ja kõik , kes veel ei tea , saavad kohe teada , mis asi on Kalašnikovi automaat .","{'start': 94, 'end': 105, 'text': 'Daugava jõe', 'labels': ['LOC']}"
373,"Autor on Oxfordi ajalooprofessor , ehkki nime põhjal võiks mehe paigutada kusagile Pürenee poolsaarele .","{'start': 83, 'end': 102, 'text': 'Pürenee poolsaarele', 'labels': ['LOC']}"
374,Siis sõidab suvilasse Käärikule Pülme järve äärde end laadima .,"{'start': 32, 'end': 43, 'text': 'Pülme järve', 'labels': ['LOC']}"
375,Läinud nädalavahetusel pakkusid üleriigilist põnevust ja dramatismi kalamehed Pärnu lahel .,"{'start': 78, 'end': 89, 'text': 'Pärnu lahel', 'labels': ['LOC']}"
376,"Lisaks ehitatakse Londonis üle Thames'i jõe kitsas sild jalakäijatele , mis ühendab St.","{'start': 31, 'end': 43, 'text': ""Thames'i jõe"", 'labels': ['LOC']}"
377,"Loodust nägid lapsed oma töödes elavalt ja vahetult , olenemata sellest , kummal Peipsi järve kaldal nad elavad .","{'start': 81, 'end': 93, 'text': 'Peipsi järve', 'labels': ['LOC']}"
378,Politsei leidis koti hiljem Lille mäe haldushoone ehituse keldrist .,"{'start': 28, 'end': 37, 'text': 'Lille mäe', 'labels': ['LOC']}"
379,Jüri Tensoni sõnul on vee temperatuur Pärnu rannas praegu ujumiseks piisavalt hea ( Pärnu ilmajaama eilseil andmeil 19 kraadi ) .,"{'start': 38, 'end': 50, 'text': 'Pärnu rannas', 'labels': ['LOC']}"
380,"Pärast seda muutus Goa kõigi Portugali valduste keskuseks , alates Ormuse väinast läänes kuni Macaoni idas .","{'start': 67, 'end': 81, 'text': 'Ormuse väinast', 'labels': ['LOC']}"
381,Suur paks Moskva kommunist lebab Pirital rannas ja Eesti parteiametnikud askeldavad ta ümber .,"{'start': 33, 'end': 47, 'text': 'Pirital rannas', 'labels': ['LOC']}"
382,"AS Milstrandilt laekuv raha võimaldab korras hoida veetrasse , teid ja välja ehitada kanalisatsiooni ja puhastusseadmed , mis garanteerivad puhtama vee ka Tallinna lahes ja Pirita rannas .","{'start': 155, 'end': 169, 'text': 'Tallinna lahes', 'labels': ['LOC']}"
383,"Lugedes märkame sedagi , et Musta mandri loomalood esindavad kohati üsnagi musta värvi , bestiaalsetki metsikut huumorit .","{'start': 28, 'end': 40, 'text': 'Musta mandri', 'labels': ['LOC']}"
384,"Viimane kindlalt teadaolev tuura kudemisala on Prantsusmaa rannikul Gironde lahes , kus veel 1988. aastal olevat täheldatud tuura kudemist .","{'start': 68, 'end': 81, 'text': 'Gironde lahes', 'labels': ['LOC']}"
385,"Viimase aja arengud Lõuna-Hiina meres on vaid tõestanud probleemi tundlikkust ning olnud järjekordseks tunnistuseks Hiina agressiivsest välispoliitikast , pole aga pakkunud kriisile mingit lahendust .","{'start': 20, 'end': 37, 'text': 'Lõuna-Hiina meres', 'labels': ['LOC']}"
386,"Huangpu jõel on elav liiklus , sildade alt sõidavad läbi ookeanilaevad , puksiirid lükkavad praame , milles on ehitusmaterjal uute pilvelõhkujate püstitamiseks .","{'start': 0, 'end': 12, 'text': 'Huangpu jõel', 'labels': ['LOC']}"
387,"Kohe meie hotelli kõrval , jõe ääres on Fubo mägi Tuhande Buddha koopaga .","{'start': 40, 'end': 49, 'text': 'Fubo mägi', 'labels': ['LOC']}"
388,Ja India ookeanini on veel pikk tee minna ja seda mõtet on ka hautud vähemalt paar sajandit juba .,"{'start': 3, 'end': 18, 'text': 'India ookeanini', 'labels': ['LOC']}"
389,"Karm ise ei mõelnud keset Kurkse väina uppumisohus olles sellele , et võibolla enam kuivale maale ei jõua , ent 11. september ei olnud luurerühma ülemale ka esimeseks surmale silma vaatamise päevaks .","{'start': 26, 'end': 38, 'text': 'Kurkse väina', 'labels': ['LOC']}"
390,Faama Film esitleb värskeimat dokumentaali Tallinna prügikastimeestest “ Pigilinnud ” ja Briti saartel tegutseva eesti naiskineasti Edith Sepa ”  short feature  -katsetust “ Tingimustega Tallinnas ” .,"{'start': 89, 'end': 102, 'text': 'Briti saartel', 'labels': ['LOC']}"
391,"See koht on Leedu rannik , kust võib leida täiesti vastandlikke puhkamisvõimalusi melurikkast suvituslinnast Palangast kuni Kura sääre rahvuspargi vaiksete randadeni .","{'start': 124, 'end': 134, 'text': 'Kura sääre', 'labels': ['LOC']}"
392,43 rahutagajat lendas USA transpordilennukiga reedel rahutagamismissioonile Pärsia lahe piirkonda .,"{'start': 76, 'end': 87, 'text': 'Pärsia lahe', 'labels': ['LOC']}"
393,""" Madalasse Pärnu lahte Tarmo ei pääse ja sinna oleks tegelikult vaja erikonstruktsiooniga madala süvisega jäälõhkujat , "" ütles ta .","{'start': 12, 'end': 23, 'text': 'Pärnu lahte', 'labels': ['LOC']}"
394,Soome-reisidele järgnes Saksamaa omade laagrite ja Hanseni värvivabrikuga ning lõpuks maabus Juhanson mässavalt sõjamerelt idüllilise Rootsimaa rannale .,"{'start': 134, 'end': 151, 'text': 'Rootsimaa rannale', 'labels': ['LOC']}"
395,"Time on külastanud mitut Hiiu saarel elavat peret , kes interneti abil maailma pääsevad .","{'start': 25, 'end': 36, 'text': 'Hiiu saarel', 'labels': ['LOC']}"
396,"Eestis on kolm jõge , kus w-sõitu proovida saab , neist parim Pärnu jõgi .","{'start': 62, 'end': 72, 'text': 'Pärnu jõgi', 'labels': ['LOC']}"
397,Kuid piirilepingu sõlmimise ja ratifitseerimisega tunnistab Moskva siiski ning uuesti : Narva jõel ja Petseri juures Piusa jõel lõpeb Venemaa ja algab teine iseseisev riik - Eesti Vabariik .,"{'start': 117, 'end': 127, 'text': 'Piusa jõel', 'labels': ['LOC']}"
398,"Kui noorem olin , siis käisime pidevalt Pärnu lahel , Haapsalus ja mujal kaugemal .","{'start': 40, 'end': 51, 'text': 'Pärnu lahel', 'labels': ['LOC']}"
399,"Brasovi lähedal asuv mägikuurort Sinaia , mis on saanud oma nime Siinai mäe järgi , on tuntud ennekõike kuninga suvelossi asukohana ( piinlikult kaardil näpuga piire vedades peab tunnistama , et tegelikult ei asu see paik mitte Transilvaanias , vaid alati Rumeeniale kuulunud Valahhias ) .","{'start': 65, 'end': 75, 'text': 'Siinai mäe', 'labels': ['LOC']}"
400,"Külast külla , talust tallu sõites , vankri eest Kraakuvi mäel kasvanud noor Linalakk , vankris kolm poega , vankri taga lehm Kriimik ja kõrval koerana kaasa sörkiv siga , ei koge ta kuigi palju vastutulelikkust .","{'start': 49, 'end': 62, 'text': 'Kraakuvi mäel', 'labels': ['LOC']}"
401,Hiljem anti sellele Ida-Siberi mere ja Tshuktshi mere piiril asuvale 7300 ruutkilomeetri suurusele saarele Wrangeli nimi .,"{'start': 20, 'end': 35, 'text': 'Ida-Siberi mere', 'labels': ['LOC']}"
402,"Praegu on raske arvata , missugused teised ressursid võiksid Liivi lahes olla olulised .","{'start': 61, 'end': 72, 'text': 'Liivi lahes', 'labels': ['LOC']}"
403,"“ Selge on see , et me ei saa piirikokkulepet Lätiga teha nii , et nemad annavad meile piiri ja meie neile kala ei anna , sest meil on Liivi lahel kalapüük keelatud , ” ütles Reiljan “ Postimehele ” .","{'start': 135, 'end': 146, 'text': 'Liivi lahel', 'labels': ['LOC']}"
404,"Kus , niivõrd-kuivõrd teda üldse tuntakse , alatasa tikutakse talle külge riputama eksitavaid silte nagu “ Musta mandri John Lee Hooker ” või “ Aafrika oma Lightnin' Hopkins ” .","{'start': 107, 'end': 119, 'text': 'Musta mandri', 'labels': ['LOC']}"
405,"“ Raepressi ” teatel on Pirita rand koristatud , ruumid on üle antud Tallinna tuletõrje- ja päästeameti vetelpäästeteenistusele , paigaldatud on ka riietuskabiinid ning muu rannavarustus .","{'start': 24, 'end': 35, 'text': 'Pirita rand', 'labels': ['LOC']}"
406,"Igatahes on põllumeestekogulased optimistid ja loodavad kurjuse ohjeldada ning saada talumajanduse sellisele järjele , et tekiks võimalus maksta talutöölisele sellist palka , mis võimaldaks soovi korral veeta puhkust Kanaari saartel .","{'start': 217, 'end': 232, 'text': 'Kanaari saartel', 'labels': ['LOC']}"
407,"Unes nägin , kuidas ma Kokomo saarel pärleid püüdsin .","{'start': 23, 'end': 36, 'text': 'Kokomo saarel', 'labels': ['LOC']}"
408,"Vastupidise võimaluse kasuks räägib asjaolu , et uus volikogu võib tahta Lille mäe majaga midagi kardinaalselt ette võtta - näiteks maha müüa , ja selle vältimiseks on linnavalitsusel kasulik seada volikogu juba sündinud fakti ette .","{'start': 73, 'end': 82, 'text': 'Lille mäe', 'labels': ['LOC']}"
409,"ASi Tallinna Vesi hüdrobioloogi Tiia Trei tehtud analüüside tulemused näitasid , et Harku järves toimub väga tugev sinivetikate õitsemine .","{'start': 84, 'end': 96, 'text': 'Harku järves', 'labels': ['LOC']}"
410,"Tamula tulemuusika  - 28. august , Tamula järve kallas , oodatakse 10 000 pealtvaatajat , piletid 150-300 krooni .","{'start': 35, 'end': 47, 'text': 'Tamula järve', 'labels': ['LOC']}"
411,"Nüüd paistis küll todaviisi , et Jott Tee ei saa Terikeste mäelt Jott Tee riimisid alla hüüda , kui ka tuleks kange tahtmine .","{'start': 49, 'end': 64, 'text': 'Terikeste mäelt', 'labels': ['LOC']}"
412,"Rahva unistus , mis nelikümmend kuus aastat tagasi sai Jaan Adamsoni poolt Mundsu nõmmes esimest korda välja räägitud , kustus verre ja valusse .","{'start': 75, 'end': 88, 'text': 'Mundsu nõmmes', 'labels': ['LOC']}"
413,Neljapäeval kell 15.10 kutsuti politsei Anne kanali juurde .,"{'start': 40, 'end': 51, 'text': 'Anne kanali', 'labels': ['LOC']}"
414,"Neljapäeval Kapitooliumi mäel viibinud asepresident Al Gore rõhutas , et tegemist on just tema partei ehk demokraatide initsiatiiviga .","{'start': 12, 'end': 29, 'text': 'Kapitooliumi mäel', 'labels': ['LOC']}"
415,Aasmäe-Tamme saladus seisab Ülemiste järve ääres .,"{'start': 28, 'end': 42, 'text': 'Ülemiste järve', 'labels': ['LOC']}"
416,"Paraku pole rahvuspark ainult kõplaste , vaid kogu Hiiumaa probleem , sest Kõpu poolsaar on oluline osa Hiiu saarest .","{'start': 75, 'end': 88, 'text': 'Kõpu poolsaar', 'labels': ['LOC']}"
417,"Urmas Sõõrumaal on 31 protsenti ESSi aktsiatest , järgmine kolmandik on Ühispanga ja Hansa panga repokontodel .","{'start': 85, 'end': 96, 'text': 'Hansa panga', 'labels': ['LOC']}"
418,"Üks keskmine liinilendur peaks aga lennuvälja tulesid nägema juba teiselt poolt Ülemiste järve , et ohutult maanduda .","{'start': 80, 'end': 94, 'text': 'Ülemiste järve', 'labels': ['LOC']}"
419,"Pealkirjas toodud termin “ superriik ” viitab 45 000-ruutkilomeetrilisele maatükile Soome lahe lõunakaldal , kus on 1,4 miljonit elanikku , 12 ministeeriumi , 15 maavalitsust , 253 omavalitsust ja 150 000 maksudest elatuvat töötajat .","{'start': 84, 'end': 94, 'text': 'Soome lahe', 'labels': ['LOC']}"
420,13. veepidu Hurmi järve ääres,"{'start': 12, 'end': 23, 'text': 'Hurmi järve', 'labels': ['LOC']}"
421,"Ikka ja jälle kerkib üles arutelu , kuidas üks või teine lugu Jägala joa ääres välja paistab .","{'start': 62, 'end': 72, 'text': 'Jägala joa', 'labels': ['LOC']}"
422,"Kõige paremad jõehobud on siin , Limpopoo jõe ääres tihedas võsas .","{'start': 33, 'end': 45, 'text': 'Limpopoo jõe', 'labels': ['LOC']}"
423,"Tegelik kontrolljoon (  Line of Actual Control  ) kulgeb vene kaartidel näidatust tunduvalt ida pool , jättes Pakistanile suurema osa Karakorumi mäestikust koos 8611 meetri kõrguse K2 ( Mount Everesti järel kõrguselt teine tipp maailmas ) ning veel nelja kaheksatuhandelise mäega .","{'start': 134, 'end': 155, 'text': 'Karakorumi mäestikust', 'labels': ['LOC']}"
424,Eestlased Musta mere rannikul,"{'start': 10, 'end': 20, 'text': 'Musta mere', 'labels': ['LOC']}"
425,"Kuna 18.-19. juulil toimuvad Harku järvel Euroopa meistrivõistlused veemotospordis , eraldas spordiamet dushi- ja riietumisruumide remondiks 200 000 krooni .","{'start': 29, 'end': 41, 'text': 'Harku järvel', 'labels': ['LOC']}"
426,"Aruküla koopad tegi maailmakuulsaks Hermann Asmuss , kes möödunud sajandil kaevas sealt välja 350 miljoni aasta vanused rüükalade fossiilid .","{'start': 0, 'end': 14, 'text': 'Aruküla koopad', 'labels': ['LOC']}"
427,USA sõjajõude Pärsia lahe regioonis igal juhul ei ole suurendatud .,"{'start': 14, 'end': 25, 'text': 'Pärsia lahe', 'labels': ['LOC']}"
428,"Lähim Kesklinna kontaktala , kust leiame vaba ruumi , on Põhja-Tallinn : kõigepealt Kopli poolsaar ning veelgi enam tänini peaaegu asustamata Paljassaare poolsaar .","{'start': 84, 'end': 98, 'text': 'Kopli poolsaar', 'labels': ['LOC']}"
429,"Ilmselt hakkab Stroomi rand tulevikus Piritale järjest suuremat konkurentsi pakkuma , kuid soodsalt merele avanevaid rannaribasid , mis võiksid tulla avalikku kasutusse , võib Põhja-Tallinnast hea tahtmise korral veel leida .","{'start': 15, 'end': 27, 'text': 'Stroomi rand', 'labels': ['LOC']}"
430,"Kaheksakümnendate aastate lõpul löödi Pärnu lahe pärast häirekella : reostus oli varasemast kaks korda suurem , arutleti ranna sulgemise üle .","{'start': 38, 'end': 48, 'text': 'Pärnu lahe', 'labels': ['LOC']}"
431,"Laupäeva ennelõunal jäi Peipsi järvel kaldast eemalduvale jääle ligi 130 kalameest , kuid piirivalvurite ja kohalike elanike abiga toodi kõik siiski õnnelikult maale .","{'start': 24, 'end': 37, 'text': 'Peipsi järvel', 'labels': ['LOC']}"
432,Näiteks Voitka ojast Tõravere lähedalt püüdsidki ondatrat sealsed suvilaomanikud endale kraede tegemiseks .,"{'start': 8, 'end': 20, 'text': 'Voitka ojast', 'labels': ['LOC']}"
433,"Kui latikas läheb kudema Keeri järve Ulila jõe kaudu , mis suubub Emajõkke , piisab pooleteisest tunnist , et võrgutäis kala kätte saada .","{'start': 25, 'end': 36, 'text': 'Keeri järve', 'labels': ['LOC']}"
434,Milliseid praktilisi soovitusi jagate Kanaari saartele sõitjatele ?,"{'start': 38, 'end': 54, 'text': 'Kanaari saartele', 'labels': ['LOC']}"
435,"Projektid täpsustavad piirijoont nii maal kui Soome lahel , ütles BNSile välisministeeriumi asekantsler Raul Mälk .","{'start': 46, 'end': 57, 'text': 'Soome lahel', 'labels': ['LOC']}"
436,"Rannavõrkpallihooaeg on jõudnud poolde masti , eeloleval nädalavahetusel toimub Pärnus veepidustuste raames suur Beefeateri turniir , 25.-26. juulil selgitatakse Eesti meisterpaar Pirita rannas .","{'start': 180, 'end': 193, 'text': 'Pirita rannas', 'labels': ['LOC']}"
437,Kolmapäeva õhtul juhtunud küttesüsteemi avarii tõttu jäid soojata hooned Tondist Kadrioruni ja Ülemiste järvest Kalamajani .,"{'start': 95, 'end': 111, 'text': 'Ülemiste järvest', 'labels': ['LOC']}"
438,Jahi üürimine tunnikeseks Trakai järvel maksab viiele inimesele kõigest 150 krooni .,"{'start': 26, 'end': 39, 'text': 'Trakai järvel', 'labels': ['LOC']}"
439,"Välisministrite Kallase ja Primakovi esimene kohtumine on 5. novembril Karjalas Petroskoi linnas , kus Primakov osaleb Barentsi mere riikide nõukogu välisministrite istungil .","{'start': 119, 'end': 132, 'text': 'Barentsi mere', 'labels': ['LOC']}"
440,"Paraku tuleb seda teha , vähemasti niikaua , kuni mõjutajaks ei ole näiteks Sõrve sääre või Ruhnu sügaviku leiukohtade kasutuselevõtt .","{'start': 92, 'end': 106, 'text': 'Ruhnu sügaviku', 'labels': ['LOC']}"
441,"“ Veekogu keskkonnaseisund , selle saastamine ” , “ Peipsi järve uurimise ajalugu ” , “ Ekskursiooni “ Peipsi-äärsetel teedel ” kirjeldus ” ning","{'start': 52, 'end': 64, 'text': 'Peipsi järve', 'labels': ['LOC']}"
442,Enne sõda asus Riia mäel suur erakliinik ja seal ma 1935. aasta 17. mai varahommikul Jumala armust ilmale tulin .,"{'start': 15, 'end': 24, 'text': 'Riia mäel', 'labels': ['LOC']}"
443,See õnnetus juhtus Pärnu jões Sindi paisu all .,"{'start': 19, 'end': 29, 'text': 'Pärnu jões', 'labels': ['LOC']}"
444,Pärnu sadama merejaama juhataja Jüri Tensoni sõnul sobib Hermann peaaegu aasta läbi Pärnu lahelt veeproovide võtmiseks ja ka sadama kaide äärest jää murdmiseks .,"{'start': 84, 'end': 96, 'text': 'Pärnu lahelt', 'labels': ['LOC']}"
445,"Piki Narva jõge Peipsi järvest kuni suubumiseni Narva lahte põhimõttelisi muudatusi võrreldes selle piiriga , mis topokaartidel oli ENSV administratiivpiiriks märgitud , ei ilmne .","{'start': 16, 'end': 30, 'text': 'Peipsi järvest', 'labels': ['LOC']}"
446,Samas avaneb šokeeriv pilt kunagises kaunis Võsu rannas .,"{'start': 44, 'end': 55, 'text': 'Võsu rannas', 'labels': ['LOC']}"
447,"Telefoniga hakkas ta aga ära minema , sest ta teadis , et Vanemuise mäel olevat parem levi .","{'start': 58, 'end': 72, 'text': 'Vanemuise mäel', 'labels': ['LOC']}"
448,Võibolla mõtlesin Viinistu rannas meie kaluritest .,"{'start': 18, 'end': 33, 'text': 'Viinistu rannas', 'labels': ['LOC']}"
449,Praegugi voolab see ladinal Balkani poolsaarel .,"{'start': 28, 'end': 46, 'text': 'Balkani poolsaarel', 'labels': ['LOC']}"
450,Tonga saarestik asub Vaikse ookeani lõunaosas .,"{'start': 0, 'end': 15, 'text': 'Tonga saarestik', 'labels': ['LOC']}"
451,"AS Shell Eesti juhatuse liige Kaido Kaare ütles , et Shell on Riia mäe bensiinijaama plaani kõrvale jätnud .","{'start': 62, 'end': 70, 'text': 'Riia mäe', 'labels': ['LOC']}"
452,"Kaitsejõudude peastaabi andmetel Eesti kaitseväes , sealhulgas Baltpatis selle luurerühma poolt , Suur-Pakri saare ja mandri vahelise veetõkke ületamisega riskiastmelt sarnaseid õppusi või harjutusi varem planeeritud ega läbi viidud pole .","{'start': 98, 'end': 114, 'text': 'Suur-Pakri saare', 'labels': ['LOC']}"
453,Viimaste päevade soojad ilmad on tartlased Anne kanali äärde meelitanud .,"{'start': 43, 'end': 54, 'text': 'Anne kanali', 'labels': ['LOC']}"
454,Hyytiäineni sõnul ei tähendanud ka viisavabadus kurjategijate tungi Soome lahe põhjakaldale .,"{'start': 68, 'end': 78, 'text': 'Soome lahe', 'labels': ['LOC']}"
455,"Narva linnapea ülesandeid täitev linnasekretär Ants Liimets avaldas lootust , et kuna Jaanilinna solgitorudest Soome lahte voolav heitvesi puudutab mingil määral kõiki Läänemeremaid , võiks kõik need riigid Venemaale heitvete puhastamiseks abiraha anda .","{'start': 111, 'end': 122, 'text': 'Soome lahte', 'labels': ['LOC']}"
456,See avas Verevi ranna nii mürale kui ka kõikvõimalikule reostusele .,"{'start': 9, 'end': 21, 'text': 'Verevi ranna', 'labels': ['LOC']}"
457,Päästjatel õnnestus kütuse levikule piir panna Pärnu jõel Särevere jalakäijate silla juures .,"{'start': 47, 'end': 57, 'text': 'Pärnu jõel', 'labels': ['LOC']}"
458,"Korea poolsaarel möllas aastail 1950-1953 sõda , mille tulemusena tekkis kaks riiki .","{'start': 0, 'end': 16, 'text': 'Korea poolsaarel', 'labels': ['LOC']}"
459,"Analüütikute arvates on Hiina praegune aktsioon sarnane 1996. aasta Taiwani valimiste eel toimunuga , kui Hiina korraldas Taiwani väinas suured sõjaväeõppused .","{'start': 122, 'end': 136, 'text': 'Taiwani väinas', 'labels': ['LOC']}"
460,"Alo Lõhmus  ,  Utö saar - Tartu","{'start': 15, 'end': 23, 'text': 'Utö saar', 'labels': ['LOC']}"
461,"Nii on koguni väidetud , et Verevi rand pole suplushooajaks piisavalt valmis : napib parkimiskohti , puuduvad riietuskabiinid .","{'start': 28, 'end': 39, 'text': 'Verevi rand', 'labels': ['LOC']}"
462,Laupäeval Harku järvel peetud veemotospordi Euroopa meistrivõistlustel hukkus õnnetu juhuse läbi Eesti esisõitja Rivo Jõõras .,"{'start': 10, 'end': 22, 'text': 'Harku järvel', 'labels': ['LOC']}"
463,Samas pole kõik Viimsi poolsaare elanikud kopteriliini suhtes ühtviisi meelestatud .,"{'start': 16, 'end': 32, 'text': 'Viimsi poolsaare', 'labels': ['LOC']}"
464,"Kui tolleaegsed inimesed elasid Pärnu jõe suudmes mererannal , on leiukoht Pulliga samaealine , kuid Kriiska peab tõenäolisemaks , et inimesed elasid sel ajal siseveekogude ääres .","{'start': 32, 'end': 41, 'text': 'Pärnu jõe', 'labels': ['LOC']}"
465,"Teema ei puuduta kolme neist , kuna Briti Antarktika territoorium , Lõuna-Georgia saared ja Briti India ookeani territoorium on asustamata .","{'start': 98, 'end': 111, 'text': 'India ookeani', 'labels': ['LOC']}"
466,"Juba esimesed jäljed inimasustusest Peipsi järve ääres näitavad , et Mustvee jõesuue oli esiajal kasutuses sadamakohana .","{'start': 36, 'end': 48, 'text': 'Peipsi järve', 'labels': ['LOC']}"
467,"Detailplaneeringu on tellinud AS Reldor , kes ühtlasi rendib sadamakaisid Pärnu jõe vastaskaldal .","{'start': 74, 'end': 83, 'text': 'Pärnu jõe', 'labels': ['LOC']}"
468,Fääri saared 1 ( 1 : 8 ) .,"{'start': 0, 'end': 12, 'text': 'Fääri saared', 'labels': ['LOC']}"
469,"Saaremaa Karujärves , Elva Verevi järves , Viljandi järves ja Pühajärves 22 , Anne kanalis , Väinjärves ja Palojärves 21 , Pärnu jões , Harku järves , Lämmijärves , Värska lahes , Peipsi järves , Türi ja Paide tehisjärves ja Emajões 20 ning Tamula järves , Kubija järves , Rõuge Kaussjärves ja Mustvee lahes 19 kraadi .","{'start': 180, 'end': 193, 'text': 'Peipsi järves', 'labels': ['LOC']}"
470,"Täna on aktiivse tsükloni kese Norra merel ja Eesti on selle soojas kaguservas , kus paisub tormituul .","{'start': 31, 'end': 42, 'text': 'Norra merel', 'labels': ['LOC']}"
