id;fpath;sentence;remove_start;remove_end;removed;type;original_removetype;original_removetype_cast;short_sent;cons_score;ual;la
3805;Dev/aja_ee199920_osa4_ud211.conllu;"Stockholmi uues Moderna Museeti hoones korraldab kuraatorite kollektiiv praegu ambitsioonikat näitust "" After the Wall "" , mis analüüsib Berliini müüri langemise järgset kunstiolukorda idapoolses Euroopas ning seal toimunud muutusi ka kultuuris laiemalt .";137;161;Berliini müüri langemise;bound;no;bound;"Stockholmi uues Moderna Museeti hoones korraldab kuraatorite kollektiiv praegu ambitsioonikat näitust "" After the Wall "" , mis analüüsib järgset kunstiolukorda idapoolses Euroopas ning seal toimunud muutusi ka kultuuris laiemalt .";96.8;100.0;96.8
3806;Train/aja_luup200106_osa_2_ud211.conllu;Lõviosa summadest kulub lähiaastatel Tartu vangla ehitamiseks .;37;61;Tartu vangla ehitamiseks;bound;no;bound;Lõviosa summadest kulub lähiaastatel .;100.0;100.0;100.0
3807;Train/aja_ee200110_osa_6_ud211.conllu;Sile asfalt vaheldub lainelise ja suisa auklikuga .;21;49;lainelise ja suisa auklikuga;bound;no;bound;Sile asfalt vaheldub .;100.0;100.0;100.0
3808;Train/aja_luup200106_osa_1_ud211.conllu;Kahel kolmandikul Eesti miljonäridest pole Stanley ja Danko järgi võimalik lähima viie kuni kümne aasta jooksul jätkata tänaseks väljakujunenud elulaadi .;0;37;Kahel kolmandikul Eesti miljonäridest;bound;no;bound;pole Stanley ja Danko järgi võimalik lähima viie kuni kümne aasta jooksul jätkata tänaseks väljakujunenud elulaadi .;88.2;94.1;94.1
3809;Train/aja_ee200110_osa_8_ud211.conllu;"Kas oli midagi laskmisega seotud ? """;15;25;laskmisega;bound;no;bound;"Kas oli midagi seotud ? """;0.0;0.0;50.0
3810;Dev/ilu_ruben_ud211.conllu;""" Lumi on sulle lokid teinud .";10;15;sulle;bound;no;bound;""" Lumi on lokid teinud .";100.0;100.0;100.0
3811;Train/aja_ml200247_osa_1_ud211.conllu;Koerajuhti võib võrrelda meistertöölisega , kes teab , kuidas eri materjalidega ümber käia .;62;79;eri materjalidega;bound;no;bound;Koerajuhti võib võrrelda meistertöölisega , kes teab , kuidas ümber käia .;100.0;100.0;100.0
3812;Train/tea_toohoive.conllu;Töös kasutatud töötuse ja tööhõive käsitlusviisi kohaselt on kõige üldisemaks kategooriaks elanikkonna heaolu ning lähtumine arusaamast , et tööhõive puhul on tegemist pigem vahendiga ning töötust peab optimeerima tegeliku eesmärgi - Eesti elanikkonna heaolu - maksimeerimiseks .;214;277;tegeliku eesmärgi - Eesti elanikkonna heaolu - maksimeerimiseks;free;no;bound;Töös kasutatud töötuse ja tööhõive käsitlusviisi kohaselt on kõige üldisemaks kategooriaks elanikkonna heaolu ning lähtumine arusaamast , et tööhõive puhul on tegemist pigem vahendiga ning töötust peab optimeerima .;93.1;93.1;100.0
3813;Train/aja_ee200110_osa_3_ud211.conllu;""" Silmad pärani kinni "" pealkirjastas Jewitt oma artikli , kus ta tuletab meelde , et Maa orbiidiga küllaltki suure tõenäosusega kohtuval trajektooril ringleb umbes tuhat üle kilomeetrisuurust kaljukamakat .";74;80;meelde;bound;no;bound;""" Silmad pärani kinni "" pealkirjastas Jewitt oma artikli , kus ta tuletab , et Maa orbiidiga küllaltki suure tõenäosusega kohtuval trajektooril ringleb umbes tuhat üle kilomeetrisuurust kaljukamakat .";86.2;93.1;89.7
3814;Train/aja_epl20061216_ud211.conllu;Ärgem unustagem , et kunagi tegi Savisaar pilti koos Erika Salumäega !;48;68;koos Erika Salumäega;bound;no;bound;Ärgem unustagem , et kunagi tegi Savisaar pilti !;100.0;100.0;100.0
3815;Train/arborest_ud211.conllu;Peeter heitis saapad ahju otsa kuivama .;21;30;ahju otsa;free;no;bound;Peeter heitis saapad kuivama .;100.0;100.0;100.0
3816;Train/aja_ee200110_osa_5_ud211.conllu;Sõda käib apteekide pärast .;10;26;apteekide pärast;free;no;bound;Sõda käib .;100.0;100.0;100.0
3817;Train/tea_toohoive.conllu;Kolmandaks vaatleme Eesti minimaalpalga muutumist ning seda , kuidas on Eesti minimaalpalk muutunud keskmise palga suhtes ( joonis 3.5 ) .;100;121;keskmise palga suhtes;free;no;bound;Kolmandaks vaatleme Eesti minimaalpalga muutumist ning seda , kuidas on Eesti minimaalpalk muutunud ( joonis 3.5 ) .;100.0;100.0;100.0
3818;Train/aja_pm20001004_osa_3_ud211.conllu;""" Kevadise seisuga võrreldes ei kuulunud meile enam jahisadama kaks kaid ja selle teenindusmaa ning plats , kus talvel aluseid hoitakse , "" rääkis Kägu .";2;18;Kevadise seisuga;bound;no;bound;""" võrreldes ei kuulunud meile enam jahisadama kaks kaid ja selle teenindusmaa ning plats , kus talvel aluseid hoitakse , "" rääkis Kägu .";75.0;83.3;83.3
3819;Train/aja_ml200247_osa_8_ud211.conllu;Keegi mingeid takistusi ei teinud , pigem õhutasid kõik tagant ning lasksid tüdrukul endal otsustada ja saadud kogemustest õppida .;76;90;tüdrukul endal;bound;no;bound;Keegi mingeid takistusi ei teinud , pigem õhutasid kõik tagant ning lasksid otsustada ja saadud kogemustest õppida .;100.0;100.0;100.0
3820;Train/tea_eesti_arst_2004_osa_3_ud211.conllu;Internet vähendaks bürokraatiat ning hoiaks kokku kulusid ka raviasutuste ja Haigekassa vahelises suhtluses , sest viimane saaks järjekorrainfot jooksvalt ja automaatselt , selle asemel et raviasutustelt kvartaliaruandeid koguda .;61;87;raviasutuste ja Haigekassa;bound;no;bound;Internet vähendaks bürokraatiat ning hoiaks kokku kulusid ka vahelises suhtluses , sest viimane saaks järjekorrainfot jooksvalt ja automaatselt , selle asemel et raviasutustelt kvartaliaruandeid koguda .;69.2;69.2;96.2
3821;Train/aja_ee200110_osa_2_ud211.conllu;Aatami omakorda kisub last oma poole .;27;36;oma poole;unnatural;no;bound;Aatami omakorda kisub last .;100.0;100.0;100.0
3822;Train/tea_toohoive.conllu;Kuni 2000 kroonise palgaga rahulduvate osakaal on järsult langenud ka pärast 2000. a .;70;84;pärast 2000. a;unnatural;no;bound;Kuni 2000 kroonise palgaga rahulduvate osakaal on järsult langenud ka .;90.9;90.9;100.0
3823;Train/aja_luup200106_osa_1_ud211.conllu;Panga mõistes keskmisel miljonäril seisab viiendik rahast arvelduskontol ning veidi üle kahe korra rohkem teenib intressi tähtajalisel hoiusel .;84;98;üle kahe korra;bound;no;bound;Panga mõistes keskmisel miljonäril seisab viiendik rahast arvelduskontol ning veidi rohkem teenib intressi tähtajalisel hoiusel .;81.2;87.5;81.2
3824;Train/tea_AA_05_6_ud211.conllu;Eesti päevalehtedest võib soovitada Internetis olevat aadressi .;36;46;Internetis;bound;no;bound;Eesti päevalehtedest võib soovitada olevat aadressi .;85.7;85.7;85.7
3825;Train/tea_toohoive.conllu;Seose puudumine või negatiivne seos inflatsiooni ja töötuse vahel ( Philipsi kõverale vastupidine seos ) oleks lisaargumendiks inflatsiooni vastu võitlemise tõhustamisele .;68;85;Philipsi kõverale;bound;no;bound;Seose puudumine või negatiivne seos inflatsiooni ja töötuse vahel ( vastupidine seos ) oleks lisaargumendiks inflatsiooni vastu võitlemise tõhustamisele .;90.0;95.0;90.0
3826;Train/aja_ml200247_osa_3_ud211.conllu;""" Välismaalased - need viivad ju tulu mujale , "" nendib Mihkelson , "" välismaalastest üle jääva metsa taastamisega peab ikka eestlane tegelema . """;70;85;välismaalastest;free;no;bound;""" Välismaalased - need viivad ju tulu mujale , "" nendib Mihkelson , "" üle jääva metsa taastamisega peab ikka eestlane tegelema . """;87.5;91.7;87.5
3827;Train/aja_pm20001004_osa_4_ud211.conllu;Uuspõld pole erand , kuid mingist uneskõndimisest pole võtteplatsil juttugi .;26;49;mingist uneskõndimisest;bound;no;bound;Uuspõld pole erand , kuid pole võtteplatsil juttugi .;100.0;100.0;100.0
3828;Train/aja_luup200202_osa_2_ud211.conllu;Nazarbajev ei tunne puudust ka suurejoonelistest visioonidest : pealinna üleviimine Almatõst stepilinna Astanasse või riiklik arengustrateegia “ Kasahstan 2030 ” , mis peab lähikümnenditega riigi viima arenenud maade sekka ja millest annavad tunnistust linnadesse üles seatud hiigelplakatid , on vaid mõned näited .;226;233;millest;bound;no;bound;Nazarbajev ei tunne puudust ka suurejoonelistest visioonidest : pealinna üleviimine Almatõst stepilinna Astanasse või riiklik arengustrateegia “ Kasahstan 2030 ” , mis peab lähikümnenditega riigi viima arenenud maade sekka ja annavad tunnistust linnadesse üles seatud hiigelplakatid , on vaid mõned näited .;92.9;97.6;95.2
3829;Train/aja_pm19980926e_ud211.conllu;Pühamusse sisenedes , näiteks Ayatollah Khomeini mosheetaolisse mausoleumi Teherani külje all , eraldatakse mehed naistest ning kingad tuleb anda numbri vastu iraanlasest garderoobionule .;114;122;naistest;unnatural;no;bound;Pühamusse sisenedes , näiteks Ayatollah Khomeini mosheetaolisse mausoleumi Teherani külje all , eraldatakse mehed ning kingad tuleb anda numbri vastu iraanlasest garderoobionule .;95.7;100.0;95.7
3830;Train/ilu_kanep_ud211.conllu;Läksin kööki ja panin vee tulele .;26;32;tulele;bound;no;bound;Läksin kööki ja panin vee .;100.0;100.0;100.0
3831;Train/aja_pm20001004_osa_3_ud211.conllu;Aja märk on uued kiired sõiduvahendid , millega oleks nagu patt liiklusmärkidega reguleeritud kiirusest kinni pidada .;64;80;liiklusmärkidega;free;no;bound;Aja märk on uued kiired sõiduvahendid , millega oleks nagu patt reguleeritud kiirusest kinni pidada .;93.8;100.0;93.8
3832;Train/aja_sloleht20071217_ud211.conllu;"Et vanameistrite tahtejõus ei maksa kahelda , on viimase aasta jooksul ilmekalt tõestanud ka Andrus Veerpalu suusarajale naasmine "" rahvusliku põlve "" kiuste .";3;26;vanameistrite tahtejõus;bound;no;bound;"Et ei maksa kahelda , on viimase aasta jooksul ilmekalt tõestanud ka Andrus Veerpalu suusarajale naasmine "" rahvusliku põlve "" kiuste .";81.8;81.8;95.5
3833;Dev/tea_eesti_arst_2004_osa_1_ud211.conllu;Lisaks sellele jõuavad lõpule aina uued ravimiuuringud , mis näitavad , et vaskulaarse , eriti subkortikaalse dementsuse sümptomid alluvad seni kättesaadavatele ravimitele isegi paremini kui Alzheimeri tõvest põhjustatud dementsuse korral .;23;29;lõpule;bound;no;bound;Lisaks sellele jõuavad aina uued ravimiuuringud , mis näitavad , et vaskulaarse , eriti subkortikaalse dementsuse sümptomid alluvad seni kättesaadavatele ravimitele isegi paremini kui Alzheimeri tõvest põhjustatud dementsuse korral .;96.7;100.0;96.7
3834;Train/aja_ml200247_osa_4_ud211.conllu;Loodame , et taotlusega võrdse kohtlemise kohta ühinevad ka ülejäänud kandidaatriikide parlamentide maaelukomiteed ja -komisjonid .;13;47;taotlusega võrdse kohtlemise kohta;free;no;bound;Loodame , et ühinevad ka ülejäänud kandidaatriikide parlamentide maaelukomiteed ja -komisjonid .;66.7;66.7;83.3
3835;Train/ilu_kivirahk_ud211.conllu;Mina ei kavatse anda armu nõdrale lihale , mis meelitab mind siin pehmel murul laisklema ja patuseid rõõme nautima , vaid annan talle piitsa ja asun taas teele .;154;159;teele;bound;no;bound;Mina ei kavatse anda armu nõdrale lihale , mis meelitab mind siin pehmel murul laisklema ja patuseid rõõme nautima , vaid annan talle piitsa ja asun taas .;89.3;89.3;100.0
3836;Train/tea_eesti_arst_2004_osa_3_ud211.conllu;Tervisest sõltuva elukvaliteedi käsitlemisel on oluline meeles pidada mitme tervisedefinitsiooni olemasolu .;0;9;Tervisest;bound;no;bound;sõltuva elukvaliteedi käsitlemisel on oluline meeles pidada mitme tervisedefinitsiooni olemasolu .;100.0;100.0;100.0
3837;Train/aja_ml200247_osa_2_ud211.conllu;Siis sõidavad nad kähku kahekümne kilomeetri kaugusele Märjamaale vaatama , kas midagi on pangakontole jõudnud .;90;102;pangakontole;free;no;bound;Siis sõidavad nad kähku kahekümne kilomeetri kaugusele Märjamaale vaatama , kas midagi on jõudnud .;100.0;100.0;100.0
3838;Train/aja_horisont2000_osa_4_ud211.conllu;Praeguseks on kliinikus välja peilitud , missugune see peab olema 10-20-aastastel , 20-30aastastel jne .;66;98;10-20-aastastel , 20-30aastastel;free;no;bound;Praeguseks on kliinikus välja peilitud , missugune see peab olema jne .;100.0;100.0;100.0
3839;Train/aja_ee199920_osa_3_ud211.conllu;Ajendatuna vanemate süütundest on alla 12aastaste laste aastane sissetulek USAs tõusnud McNeali hinnanguil 27,5 miljardi dollarini , millest säästetakse umbes neli miljardit dollarit ning ülejäänu kulutatakse ära .;11;30;vanemate süütundest;bound;no;bound;Ajendatuna on alla 12aastaste laste aastane sissetulek USAs tõusnud McNeali hinnanguil 27,5 miljardi dollarini , millest säästetakse umbes neli miljardit dollarit ning ülejäänu kulutatakse ära .;96.2;96.2;100.0
3840;Train/tea_dr8047.conllu;Kalajahu söötmise alal kuulub üks põhjalikumaid uurimusi teadlaste rühmale R. G. Ackman jt. ( 1988 ) .;57;100;teadlaste rühmale R. G. Ackman jt. ( 1988 );bound;no;bound;Kalajahu söötmise alal kuulub üks põhjalikumaid uurimusi .;100.0;100.0;100.0
3841;Train/tea_geofyysika.conllu;Siirius ilmus pealinnas Memfises hommikuti horisondi kohale 3000 a.e. Kr. alates 22. juunist , kuid 2000 a. e. Kr. alles 30. juunil , s. o. juba pärast üleujutuse algust .;43;59;horisondi kohale;free;no;bound;Siirius ilmus pealinnas Memfises hommikuti 3000 a.e. Kr. alates 22. juunist , kuid 2000 a. e. Kr. alles 30. juunil , s. o. juba pärast üleujutuse algust .;;;
3842;Dev/aja_ee199920_osa4_ud211.conllu;Eesti oli vabanemas ja me mõistsime , et kirjandus muutub , ning sellises olukorras on alati olnud suur tähtsus rühmitustel .;65;83;sellises olukorras;unnatural;no;bound;Eesti oli vabanemas ja me mõistsime , et kirjandus muutub , ning on alati olnud suur tähtsus rühmitustel .;63.2;63.2;89.5
3843;Train/ilu_vilep_ud211.conllu;Hingeldades pöördus ta tagasi ja seadis sammud vale kardinaga tuttava akna poole .;47;80;vale kardinaga tuttava akna poole;bound;no;bound;Hingeldades pöördus ta tagasi ja seadis sammud .;100.0;100.0;100.0
3844;Train/aja_ee199920_osa_2_ud211.conllu;Vene noored naudivad õppimist eesti koolis ega muretse tuleviku pärast rahvuste vahelistes suhetes .;71;79;rahvuste;bound;no;bound;Vene noored naudivad õppimist eesti koolis ega muretse tuleviku pärast vahelistes suhetes .;76.9;84.6;92.3
3845;Train/tea_geofyysika.conllu;Üldse jagunevad siit kuni 1950-date aastate keskpaigani esitatud hüpoteesid Päikesesüsteemi tekke kohta põhimõtteliselt kahte klassi - katastroofihüpoteesid ja rahulikul viisil tekkimise hüpoteesid .;21;55;kuni 1950-date aastate keskpaigani;bound;no;bound;Üldse jagunevad siit esitatud hüpoteesid Päikesesüsteemi tekke kohta põhimõtteliselt kahte klassi - katastroofihüpoteesid ja rahulikul viisil tekkimise hüpoteesid .;84.2;84.2;89.5
3846;Dev/ilu_orlau_ud211.conllu;Seda mustemana näis aga veri , mis kattis ta paremat põske ning tilkus mööda pikki heledaid juukseid alla .;0;4;Seda;free;no;bound;mustemana näis aga veri , mis kattis ta paremat põske ning tilkus mööda pikki heledaid juukseid alla .;72.2;72.2;83.3
3847;Train/ilu_valton_ud211.conllu;Veel tagantjärelegi puperdas süda , kui ta sellele mõtles .;43;50;sellele;bound;no;bound;Veel tagantjärelegi puperdas süda , kui ta mõtles .;100.0;100.0;100.0
3848;Train/ilu_maailm_ud211.conllu;"Tantsisin sinu pruudiga . """;10;23;sinu pruudiga;free;no;bound;"Tantsisin . """;100.0;100.0;100.0
3849;Train/aja_ml200247_osa_3_ud211.conllu;A. P. : Uued elektriseadmed esitavad kõrgemaid nõudmisi ka elektripaigaldisele .;59;78;elektripaigaldisele;unnatural;no;bound;A. P. : Uued elektriseadmed esitavad kõrgemaid nõudmisi ka .;0.0;10.0;0.0
3850;Train/arborest_ud211.conllu;Perenaine tõmbas sukad jalga .;23;28;jalga;bound;no;bound;Perenaine tõmbas sukad .;100.0;100.0;100.0
3851;Train/aja_ee200110_osa_7_ud211.conllu;Aga ilmselt hakkab meilgi osalt tööle ameerikalik stsenaarium , et mees ja naine käivad koos ülikoolis , aga pärast läheb mees tööle ja naine jääb koju !;127;132;tööle;bound;no;bound;Aga ilmselt hakkab meilgi osalt tööle ameerikalik stsenaarium , et mees ja naine käivad koos ülikoolis , aga pärast läheb mees ja naine jääb koju !;96.2;96.2;96.2
3852;Train/aja_ml200247_osa_4_ud211.conllu;Lassi sõnul teadis Kaasik väga hästi , et hakkas ehitama seadusega vastuolus oleva loa alusel .;57;76;seadusega vastuolus;bound;no;bound;Lassi sõnul teadis Kaasik väga hästi , et hakkas ehitama oleva loa alusel .;92.9;92.9;100.0
3853;Train/tea_eesti_arst_2004_osa_3_ud211.conllu;Residentidel keelab Haigekassa välja kirjutada soodusretsepti , samuti peaks esmaselt eriarsti antud retsepti saama pikendada ka teise eriala arst , see hoiaks kokku nii arstide kui patsientide aega .;0;12;Residentidel;bound;no;bound;keelab Haigekassa välja kirjutada soodusretsepti , samuti peaks esmaselt eriarsti antud retsepti saama pikendada ka teise eriala arst , see hoiaks kokku nii arstide kui patsientide aega .;75.0;78.6;89.3
3854;Train/aja_pm19980926e_ud211.conllu;Miks mitte paigutada ka Eesti kodusse üks sirm ?;21;37;ka Eesti kodusse;free;no;bound;Miks mitte paigutada üks sirm ?;66.7;83.3;83.3
3855;Train/tea_toohoive.conllu;Traditsiooniline Iiri sotsiaaltoetuste süsteem rakendus töötutele ilma maksimumkestvuseta .;66;89;ilma maksimumkestvuseta;bound;no;bound;Traditsiooniline Iiri sotsiaaltoetuste süsteem rakendus töötutele .;85.7;85.7;100.0
3856;Train/tea_AA_05_6_ud211.conllu;Loodetavasti peaksid ilmuma ka esimesed traaditud USB välkmäludraivid ja välkmäludraivid , mis on varustatud väga kiire Firewire-liidesega ( IEEE 1394 , 1394b ) .;109;160;väga kiire Firewire-liidesega ( IEEE 1394 , 1394b );bound;no;bound;Loodetavasti peaksid ilmuma ka esimesed traaditud USB välkmäludraivid ja välkmäludraivid , mis on varustatud .;100.0;100.0;100.0
3857;Train/aja_sloleht20071217_ud211.conllu;"Midagi on paigast ära - viskan ka kolmeseid paremini kui vabaviskeid . """;10;17;paigast;bound;no;bound;"Midagi on ära - viskan ka kolmeseid paremini kui vabaviskeid . """;83.3;83.3;91.7
3858;Train/ilu_kivirahk_ud211.conllu;"Mul on veel paar soojapuhurit ka üles seatud , need tõstavad paberitükid lendu ja kihvt on näha , kuidas kogu see kuradi "" tõde "" seal ringi laperdab nagu vana praht . """;73;78;lendu;bound;no;bound;"Mul on veel paar soojapuhurit ka üles seatud , need tõstavad paberitükid ja kihvt on näha , kuidas kogu see kuradi "" tõde "" seal ringi laperdab nagu vana praht . """;90.6;90.6;96.9
3859;Train/tea_eesti_arst_2004_osa_3_ud211.conllu;Teises riigis ajutiselt viibiva Eesti Haigekassa kindlustatu arstiabi eest hakkab vastavalt ravi osutanud riigi tegelikele kuludele maksma Eesti Haigekassa .;0;13;Teises riigis;bound;no;bound;ajutiselt viibiva Eesti Haigekassa kindlustatu arstiabi eest hakkab vastavalt ravi osutanud riigi tegelikele kuludele maksma Eesti Haigekassa .;88.9;88.9;100.0
3860;Train/aja_ee199920_osa_3_ud211.conllu;Kui juba finaali on jõutud , võrdsustatakse kaotus rahvusliku tragöödiaga .;51;73;rahvusliku tragöödiaga;bound;no;bound;Kui juba finaali on jõutud , võrdsustatakse kaotus .;88.9;88.9;100.0
3861;Train/arborest_ud211.conllu;Peeter toimetas vangi vanglast tänavaid mööda läbi linna kohtusse tunnistajaks .;57;65;kohtusse;free;no;bound;Peeter toimetas vangi vanglast tänavaid mööda läbi linna tunnistajaks .;70.0;90.0;80.0
3862;Dev/aja_luup200009_ud211.conllu;Nördinud teadlased ei tee oma pahameelest saladust , vaid valavad selle ametnike peale välja .;26;41;oma pahameelest;bound;no;bound;Nördinud teadlased ei tee saladust , vaid valavad selle ametnike peale välja .;92.3;92.3;92.3
3863;Dev/aja_luup200009_ud211.conllu;Novembris 1976 kaebasid filmitootjad Walt Disney Productions ja Universal Studios tehnikatootja Sony Corporations'i kohtusse videomaki müümise pärast - seade võimaldas lindistada telesaateid ehk rikkuda autoriõigust .;116;124;kohtusse;bound;no;bound;Novembris 1976 kaebasid filmitootjad Walt Disney Productions ja Universal Studios tehnikatootja Sony Corporations'i videomaki müümise pärast - seade võimaldas lindistada telesaateid ehk rikkuda autoriõigust .;88.0;92.0;88.0
3864;Train/aja_sloleht20071217_ud211.conllu;Seetõttu ongi Castronova koos kolleegidega nüüd keskendunud Arden II loomisele .;60;78;Arden II loomisele;bound;no;bound;Seetõttu ongi Castronova koos kolleegidega nüüd keskendunud .;100.0;100.0;100.0
3865;Train/tea_dr8047.conllu;Vastkoorunud tibude aju ja maksa rasvhappeline koostis sõltuvalt kanade söödas sisaldunud õlidest , % üldlipiididest ( Cherian , Sim , 1997 );65;97;kanade söödas sisaldunud õlidest;bound;no;bound;Vastkoorunud tibude aju ja maksa rasvhappeline koostis sõltuvalt , % üldlipiididest ( Cherian , Sim , 1997 );88.9;94.4;94.4
3866;Train/aja_ee200110_osa_9_ud211.conllu;Sõnavabadusest on saanud võimalus saavutada sõnu valimata piisavalt poliitilist või majanduslikku võimu , mis annaks tegutsemisvabaduse , so võimaluse muretseda endale ilusaid asju .;0;14;Sõnavabadusest;bound;no;bound;on saanud võimalus saavutada sõnu valimata piisavalt poliitilist või majanduslikku võimu , mis annaks tegutsemisvabaduse , so võimaluse muretseda endale ilusaid asju .;91.3;91.3;95.7
3867;Train/tea_geofyysika.conllu;Islandil küünib üle selle juba 60 m ja Vene tasandiku kohal taandub erinevus nulliks .;31;35;60 m;bound;no;bound;Islandil küünib üle selle juba ja Vene tasandiku kohal taandub erinevus nulliks .;100.0;100.0;100.0
3868;Train/aja_luup200106_osa_3_ud211.conllu;Suurriikides praktiseeritavate , kitsalt spetsialiseerunud korporatiivsete ülikoolide ( tegutsevad vahetult firmade juures ning huvides ) idee võib ka Eestis üksikjuhtudel teostatav olla .;108;135;firmade juures ning huvides;bound;no;bound;Suurriikides praktiseeritavate , kitsalt spetsialiseerunud korporatiivsete ülikoolide ( tegutsevad vahetult ) idee võib ka Eestis üksikjuhtudel teostatav olla .;94.7;94.7;100.0
3869;Train/tea_geofyysika.conllu;Otseselt geofüüsikasse kuuluvat teaduslikku uurimistööd koordineerib 1919. a. loodud Rahvusvaheline Geodeesia ja Geofüüsika Unioon ( International Union of Geodesy and Geophysics ) IUGG .;69;77;1919. a.;bound;no;bound;Otseselt geofüüsikasse kuuluvat teaduslikku uurimistööd koordineerib loodud Rahvusvaheline Geodeesia ja Geofüüsika Unioon ( International Union of Geodesy and Geophysics ) IUGG .;45.5;68.2;59.1
3870;Train/tea_geofyysika.conllu;Üldse jagunevad siit kuni 1950-date aastate keskpaigani esitatud hüpoteesid Päikesesüsteemi tekke kohta põhimõtteliselt kahte klassi - katastroofihüpoteesid ja rahulikul viisil tekkimise hüpoteesid .;120;197;kahte klassi - katastroofihüpoteesid ja rahulikul viisil tekkimise hüpoteesid;bound;no;bound;Üldse jagunevad siit kuni 1950-date aastate keskpaigani esitatud hüpoteesid Päikesesüsteemi tekke kohta põhimõtteliselt .;85.7;92.9;85.7
3871;Dev/ilu_ruben_ud211.conllu;Tahtsin minna oma kalli neiu juurde , kuhu mul oli igal ajal vaba sissepääs .;14;35;oma kalli neiu juurde;bound;no;bound;Tahtsin minna , kuhu mul oli igal ajal vaba sissepääs .;81.8;90.9;90.9
3872;Train/tea_AA_05_6_ud211.conllu;Teisest küljest kasutatakse kliendikaotuse mudeleid ka hinnakujundamisel - näiteks hinnatõusu puhul arvestades teadlikult loobumistega .;122;134;loobumistega;bound;no;bound;Teisest küljest kasutatakse kliendikaotuse mudeleid ka hinnakujundamisel - näiteks hinnatõusu puhul arvestades teadlikult .;92.9;92.9;100.0
3873;Train/ilu_kivirahk_ud211.conllu;Lõpuks jõuti Ernesaksa tuppa , mis oli Tõnule tõeliseks kergenduseks , kuna seal oli vähemalt soe .;13;28;Ernesaksa tuppa;bound;no;bound;Lõpuks jõuti , mis oli Tõnule tõeliseks kergenduseks , kuna seal oli vähemalt soe .;86.7;93.3;93.3
3874;Train/tea_geofyysika.conllu;Vahetute mõõtmiste ja modelleerimise kaudu opereeritakse geofüüsikas geofüüsikaliste suuruste , geofüüsikaliste väljade ja geofüüsikaliste nähtustega .;69;149;geofüüsikaliste suuruste , geofüüsikaliste väljade ja geofüüsikaliste nähtustega;bound;no;bound;Vahetute mõõtmiste ja modelleerimise kaudu opereeritakse geofüüsikas .;100.0;100.0;100.0
3875;Train/aja_sloleht20071217_ud211.conllu;"Kaks pikka intervjuud on kirjas Canadiensi kuulsa väravavahi Ken Drydeniga . """;32;74;Canadiensi kuulsa väravavahi Ken Drydeniga;free;no;bound;"Kaks pikka intervjuud on kirjas . """;28.6;28.6;57.1
3876;Train/aja_ee199920_osa_3_ud211.conllu;Tšehhid kinnitavad jätkuvalt , et jäähoki , jalgpall ja tennis sobivad suurepäraselt neile .;85;90;neile;free;no;bound;Tšehhid kinnitavad jätkuvalt , et jäähoki , jalgpall ja tennis sobivad suurepäraselt .;100.0;100.0;100.0
3877;Train/aja_ee199920_osa_2_ud211.conllu;Konkurentidest edukam ei oldud aga mitte šokolaadiga , vaid teerajajatena nendele tarbijatele orienteerudes , kes industrialiseerumisega oma toitumisharjumusi muutsid .;31;166;aga mitte šokolaadiga , vaid teerajajatena nendele tarbijatele orienteerudes , kes industrialiseerumisega oma toitumisharjumusi muutsid;bound;no;bound;Konkurentidest edukam ei oldud .;20.0;20.0;60.0
3878;Train/aja_ee200110_osa_11_ud211.conllu;Olen ju kõik endale ise teinud - miks mitte siis ka teistele .;13;19;endale;bound;no;bound;Olen ju kõik ise teinud - miks mitte siis ka teistele .;58.3;66.7;83.3
3879;Train/aja_horisont2000_osa_5_ud211.conllu;Kommertsliku meedia loodud kehalise ilu etalonid murendavad murdeeast alates inimeste usaldust keha suhtes ja meie siiamaani normatiivide täitmisel põhinev koolikehakultuur võib selle täielikult röövida .;125;147;normatiivide täitmisel;bound;no;bound;Kommertsliku meedia loodud kehalise ilu etalonid murendavad murdeeast alates inimeste usaldust keha suhtes ja meie siiamaani põhinev koolikehakultuur võib selle täielikult röövida .;91.3;95.7;95.7
3880;Train/aja_ee199920_osa_3_ud211.conllu;avati ametlikult 1939;17;21;1939;bound;no;bound;avati ametlikult ;100.0;100.0;100.0
3881;Train/aja_ee200110_osa_5_ud211.conllu;Kaevatud FBI tavaluurajate ja NSA elektronluurajate rahaga .;9;58;FBI tavaluurajate ja NSA elektronluurajate rahaga;bound;no;bound;Kaevatud .;100.0;100.0;100.0
3882;Train/aja_luup200106_osa_4_ud211.conllu;Kahjuks on narkomaania seotud peamiselt noortega .;30;48;peamiselt noortega;bound;no;bound;Kahjuks on narkomaania seotud .;100.0;100.0;100.0
3883;Train/tea_dr8047.conllu;Ka M. Zilmer jt. ( 1995 ) hoiatavad õlide ( sealhulgas ka kalaõlide ) kestva liigtarbimise eest , sest see võib põhjustada DNA oksükahjustusi ja ateroskleroosiprotsesside hoogustumist .;36;95;õlide ( sealhulgas ka kalaõlide ) kestva liigtarbimise eest;bound;no;bound;Ka M. Zilmer jt. ( 1995 ) hoiatavad , sest see võib põhjustada DNA oksükahjustusi ja ateroskleroosiprotsesside hoogustumist .;;;
